time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
49:29.0,1.42163E+12,105.3,55.7,82.4,117.6,141.5,712.4,156.5,272.3,0.31,1.097,-0.525
49:29.0,1.42163E+12,91,53.9,96,105.7,55.8,664,152.9,419.1,0.34,0.745,-0.379
49:29.0,1.42163E+12,80.4,50.3,87.4,102.3,75,596.2,102.3,276.8,0.726,0.648,-0.33
49:29.0,1.42163E+12,92.7,46.7,82.4,92.3,70.5,565.4,100.7,219.1,0.477,0.941,-0.149
49:29.0,1.42163E+12,71.7,44.9,120.5,95.7,73.5,502.6,68,158,0.692,1.083,-0.203
49:29.0,1.42163E+12,99.9,41.3,49.4,94,70.5,509,76,128.3,0.809,1.087,-0.545
49:29.1,1.42163E+12,82.2,53.9,74,95.7,32.8,483.4,138.5,141.1,0.54,0.638,-0.447
49:29.1,1.42163E+12,82.2,39.6,69,94,141.5,489.7,87.4,106.9,1.391,0.975,-1.004
49:29.2,1.42163E+12,80.4,41.3,72.3,68,72,473.9,85.8,106.9,0.555,0.418,-0.613
49:29.2,1.42163E+12,71.7,37.8,57.5,92.3,104.3,467.6,84.1,82.8,1.029,1.102,-0.232
49:29.2,1.42163E+12,78.7,37.8,49.4,90.7,38.5,464.5,82.5,105.2,0.589,0.755,0.081
49:29.2,1.42163E+12,82.2,36,65.7,89,70.5,461.4,47.6,93,0.96,0.721,0.261
49:29.2,1.42163E+12,78.7,18.6,65.7,84.1,67.5,455.2,82.5,93,0.555,0.692,0.374
49:29.2,1.42163E+12,51.4,32.5,65.7,85.8,69,406.5,87.4,93,0.521,0.565,-0.09
49:29.3,1.42163E+12,75.2,34.3,62.4,50.7,57.2,455.2,112.5,98.2,0.33,0.657,-0.208
49:29.3,1.42163E+12,105.3,32.5,62.4,97.3,67.5,455.2,53.8,87.9,0.472,0.706,-0.696
49:29.4,1.42163E+12,91,30.8,62.4,79.2,44.2,452.1,72.8,105.2,0.1,0.78,-0.892
49:29.4,1.42163E+12,68.3,29,64,69.6,61.6,452.1,79.2,89.6,1.474,0.975,-0.965
49:29.4,1.42163E+12,91,34.3,24.2,84.1,66.1,442.8,82.5,72.7,2.119,0.565,-1.048
49:29.4,1.42163E+12,85.7,32.5,67.3,85.8,84.1,394.7,69.6,87.9,2.07,0.672,0.042
49:29.4,1.42163E+12,214.5,104.5,74,66.4,32.8,452.1,61.6,89.6,1.552,0.814,-0.433
49:29.5,1.42163E+12,251.1,154.7,129.5,138.5,67.5,489.7,79.2,86.2,0.335,0.56,-0.125
