time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:42.1,1.42171E+12,17.9,25.8,63.1,40.3,65.5,44.2,53.1,49.9,-1.386,-1.542,-1.557
41:42.1,1.42171E+12,17.9,39.1,63.1,32.4,58.9,36.1,46,30.5,-1.395,-1.513,-1.562
41:42.1,1.42171E+12,17.9,30.7,70.1,32.4,79.1,69.1,72.9,49.9,-1.4,-1.493,-1.606
41:42.2,1.42171E+12,17.9,30.7,86.1,26.1,138.1,105.6,53.1,44.6,-1.405,-1.508,-1.552
41:42.2,1.42171E+12,11.9,30.7,124.9,37.1,178.4,147.9,82.1,48.1,-1.395,-1.513,-1.557
41:42.2,1.42171E+12,17.9,44.1,159.9,40.3,176.4,142.2,97.1,44.6,-1.376,-1.508,-1.557
41:42.3,1.42171E+12,45.8,111.4,169.9,59.8,174.4,134.7,110.5,48.1,-1.386,-1.566,-1.552
41:42.3,1.42171E+12,42.6,102.2,157.9,61.5,188.3,142.2,112.4,49.9,-1.381,-1.522,-1.562
41:42.3,1.42171E+12,44.2,80.5,161.9,64.8,182.3,134.7,104.8,37.5,-1.395,-1.508,-1.562
41:42.3,1.42171E+12,39.5,94.9,155.9,66.4,172.5,132.9,108.6,49.9,-1.381,-1.503,-1.566
41:42.4,1.42171E+12,39.5,94.9,146.1,58.2,178.4,134.7,89.6,44.6,-1.405,-1.503,-1.557
41:42.4,1.42171E+12,36.4,91.3,157.9,66.4,174.4,132.9,100.9,44.6,-1.395,-1.508,-1.562
41:42.4,1.42171E+12,33.2,82.3,150,59.8,172.5,131,97.1,37.5,-1.395,-1.498,-1.552
41:42.4,1.42171E+12,31.7,75.2,146.1,59.8,166.6,132.9,93.4,44.6,-1.386,-1.542,-1.557
41:42.5,1.42171E+12,28.6,66.4,144.1,59.8,166.6,127.3,95.2,41,-1.395,-1.522,-1.562
41:42.5,1.42171E+12,14.9,66.4,142.2,56.5,151.3,121.8,89.6,32.3,-1.391,-1.508,-1.566
41:42.5,1.42171E+12,34.8,66.4,142.2,59.8,153.2,123.6,89.6,48.1,-1.395,-1.508,-1.562
41:42.6,1.42171E+12,25.5,71.7,134.4,53.2,153.2,116.4,87.7,37.5,-1.395,-1.503,-1.566
41:42.6,1.42171E+12,28.6,61.2,146.1,51.6,153.2,112.7,85.9,39.3,-1.381,-1.444,-1.571
41:42.6,1.42171E+12,25.5,57.7,134.4,46.8,151.3,123.6,91.5,39.3,-1.391,-1.498,-1.532
41:42.6,1.42171E+12,33.2,61.2,130.6,51.6,147.5,118.2,108.6,53.5,-1.381,-1.522,-1.562
41:42.7,1.42171E+12,24,61.2,130.6,51.6,155.1,125.5,128.1,66.1,-1.381,-1.537,-1.562
41:42.7,1.42171E+12,21,57.7,130.6,54.9,151.3,134.7,128.1,79,-1.395,-1.508,-1.562
41:42.7,1.42171E+12,24,52.6,128.7,56.5,157,159.3,150.1,115.3,-1.395,-1.513,-1.552
41:42.7,1.42171E+12,19.4,52.6,128.7,53.2,162.8,157.4,168.7,131.1,-1.391,-1.503,-1.547
41:42.8,1.42171E+12,25.5,44.1,138.3,53.2,162.8,188.7,168.7,147.2,-1.395,-1.513,-1.557
